ID,TARGET
1047,1
1048,0
1049,0
1050,0
1052,1
1053,1
1054,1
1055,0
1059,0
1060,0
1061,0
1063,0
1064,0
1068,0
1069,0
1070,0
1072,0
1073,0
1074,0
1079,0
1080,0
1083,0
1086,0
1088,0
1090,0
1091,0
1094,0
1097,0
1098,0
1099,0
1101,0
1103,1
1104,1
1105,0
1106,0
1108,0
1111,1
1112,0
1117,0
1118,0
1121,0
1122,0
1123,0
1124,0
1125,1
1126,0
1128,0
1130,0
1131,0
1132,0
1136,0
1138,0
1139,0
1140,0
1143,0
1146,0
1148,0
1151,0
1154,1
1155,0
1158,0
1159,0
1160,0
1162,1
1164,1
1166,1
1170,0
1171,0
1174,1
1176,0
1177,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1190,0
1192,0
1193,0
1195,0
1199,0
1200,0
1201,0
1205,1
1206,0
1207,0
1208,0
1210,0
1211,0
1212,1
1213,1
1220,0
1223,0
1224,0
1231,0
1232,0
1234,0
1236,0
1238,0
1239,0
1241,1
1243,0
1244,0
1246,1
1247,0
1248,0
1251,1
1253,0
1254,0
1256,0
1258,0
1260,0
1261,0
1262,0
1263,0
1267,1
1270,0
1272,0
1273,0
1275,0
1276,0
1278,0
1279,0
1281,0
1285,0
1287,0
1288,0
1290,0
1292,0
1293,0
1294,0
1295,0
1297,0
1299,0
1301,1
1303,0
1305,0
1307,0
1309,0
1310,0
1311,0
1316,0
1318,0
1319,1
1320,1
1321,0
1322,0
1324,0
1327,1
1328,1
1329,1
1331,0
1333,0
1335,0
1339,0
1340,0
1341,0
1343,0
1347,0
1351,0
1354,0
1355,1
1356,0
1357,0
1360,0
1361,0
1364,0
1369,0
1373,0
1375,0
1377,0
1380,0
1381,0
1383,1
1384,0
1386,0
1389,1
1390,0
1391,0
1392,0
1396,0
1399,0
1401,1
1403,0
1406,0
1409,0
1410,0
1412,0
1414,0
1415,0
1417,0
1418,0
1419,0
1422,0
1423,0
1426,0
1427,0
1430,0
1433,0
1434,0
1435,0
1436,0
1437,0
1441,0
1443,0
1444,0
1446,0
1447,0
1449,0
1455,0
1459,0
1462,1
1463,0
1464,0
1467,0
1470,0
1471,0
1472,0
1476,0
1478,1
1483,0
1484,0
1486,0
1488,0
1489,0
1490,0
1494,0
1495,0
1497,0
1500,0
1501,0
1504,1
1508,0
1513,1
1514,1
1515,0
1517,0
1518,0
1519,0
1521,0
1522,0
1523,0
1524,0
1525,0
1527,1
1528,0
1530,0
1531,0
1533,0
1537,0
1540,0
1542,0
1548,0
1549,0
1550,0
1552,0
1553,1
1555,0
1556,0
1557,1
1561,0
1563,0
1566,0
1569,0
1572,1
1573,0
1574,0
1575,0
1576,0
1577,0
1579,1
1584,0
1585,0
1587,0
1588,1
1591,0
1592,1
1593,0
1595,0
1596,0
1597,1
1598,0
1599,1
1600,0
1601,0
1603,0
1605,0
1606,1
1607,0
1609,0
1610,0
1612,0
1615,0
1616,0
1618,1
1621,0
1622,0
1624,1
1627,0
1628,1
1629,0
1630,0
1632,0
1634,0
1635,0
1636,1
1638,0
1639,0
1640,1
1642,0
1643,1
1644,0
1645,0
1646,0
1648,1
1649,1
1651,0
1652,0
1656,0
1657,0
1658,1
1663,0
1664,1
1665,0
1667,0
1668,0
1671,0
1672,0
1673,1
1677,0
1682,0
1685,0
1691,0
1692,0
1693,0
1695,0
1697,0
1698,0
1699,0
1700,0
1701,0
1704,0
1706,0
1711,0
1712,0
1713,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,0
1724,0
1726,0
1727,1
1728,0
1730,0
1736,0
1740,1
1742,0
1743,0
1744,0
1749,1
1750,0
1751,0
1752,0
1753,0
1760,0
1762,0
1763,1
1764,0
1766,0
1767,0
1768,0
1769,0
1771,0
1772,1
1773,0
1774,0
1777,0
1780,0
1781,0
1782,0
1783,0
1784,0
1792,0
1795,0
1796,0
1797,0
1803,0
1804,1
1807,0
1808,0
1810,1
1811,0
1812,0
1813,0
1816,0
1817,0
1819,0
1820,0
1822,0
1823,0
1831,0
1837,0
1840,0
1841,0
1842,0
1844,1
1845,0
1846,0
1848,0
1850,0
1852,0
1853,1
1854,0
1871,0
1872,0
1873,0
1879,0
1880,0
1881,0
1883,0
1886,1
1888,0
1890,0
1893,0
1894,0
1897,0
1898,0
1899,0
1903,0
1904,0
1905,0
1906,0
1907,0
1910,0
1916,0
1917,0
1918,0
1920,0
1926,0
1928,0
1929,0
1930,1
1931,0
1933,0
1935,0
1937,0
1938,0
1940,0
1945,0
1947,0
1949,0
1950,0
1953,0
1954,0
1956,1
1958,0
1964,0
1965,0
1968,0
1970,0
1972,0
1974,1
1975,1
1978,0
1981,0
1982,0
1986,0
1989,0
1994,0
1996,0
2000,0
2001,0
2003,0
2006,0
2010,0
2011,0
2014,0
2019,0
2021,0
2022,1
2025,1
2028,0
2029,1
2033,1
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,0
2045,0
2047,1
2051,0
2053,1
2055,1
2056,0
2058,0
2063,0
2073,1
2075,1
2078,0
2079,0
2080,1
2081,0
2085,0
2088,0
2094,0
2095,1
2096,1
2098,0
2099,0
2103,0
2104,0
2105,0
2106,0
2110,0
2111,0
2114,0
2116,0
2118,0
2121,0
2123,0
2124,0
2130,0
2131,0
2132,0
2135,0
2137,0
2138,0
2140,1
2141,1
2142,1
2145,0
2146,0
2148,1
2153,0
2158,0
2160,0
2161,0
2162,0
2163,1
2164,0
2166,0
2169,0
2171,0
2173,0
2174,0
2177,0
2180,0
2181,0
2182,0
2185,0
2186,0
2188,0
2193,0
2194,0
2198,1
2199,0
2201,0
2202,0
2203,0
2204,0
2207,0
2209,0
2212,0
2214,0
2215,1
2217,0
2221,0
2223,0
2227,0
2228,0
2231,1
2232,0
2233,0
2234,0
2237,0
2240,0
2243,0
2244,0
2248,0
2250,0
2252,1
2253,0
2254,0
2257,0
2261,0
2262,0
2272,0
2275,0
2276,0
2282,0
2285,0
2286,0
2288,0
2290,0
2294,0
2295,0
2296,0
2298,1
2300,0
2301,0
2302,0
2303,0
2305,0
2309,0
2310,0
2311,0
2312,0
2313,0
2315,0
2316,0
2320,0
2322,0
2323,0
2324,0
2325,0
2327,1
2328,0
2330,0
2331,0
2332,0
2336,0
2337,0
2338,1
2339,0
2340,0
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2349,0
2354,0
2355,0
2357,0
2360,0
2361,1
2364,0
2366,0
2370,0
2371,0
2373,0
2375,0
2376,0
2378,0
2380,0
2381,0
2384,1
2385,0
2387,1
2390,0
2398,0
2399,0
2400,0
2402,0
2403,0
2405,0
2406,0
2409,0
2413,0
2418,0
2419,0
2420,0
2422,0
2423,0
2429,0
2430,0
2433,0
2435,0
2436,1
2438,0
2439,0
2441,0
2443,0
2446,0
2449,0
2451,0
2452,0
2453,0
2454,0
2456,0
2459,0
2462,0
2463,0
2466,1
2469,0
2470,1
2479,0
2482,0
2483,0
2484,0
2488,0
2490,0
2493,1
2496,0
2497,0
2498,0
2499,0
2500,0
2501,0
2502,0
2503,0
2504,0
2506,0
2508,0
2510,0
2517,0
2521,0
2524,0
2525,0
2527,1
2540,0
2544,0
2545,0
2546,0
2548,0
2550,0
2551,0
2552,1
2555,0
2558,0
2561,0
2568,0
2570,0
2573,0
2574,0
2579,0
2581,1
2582,1
2583,0
2585,0
2586,0
2587,0
2589,0
2592,1
2593,0
2595,0
2596,0
2599,0
2600,0
2602,0
2603,0
2605,0
2606,0
2613,0
2614,0
2615,0
2617,0
2619,0
2621,0
2622,0
2623,0
2624,0
2627,0
2629,0
2630,0
2631,0
2632,0
2634,0
2635,1
2636,1
2639,0
2640,1
2641,0
2643,0
2644,0
2645,0
2647,0
2648,0
2649,0
2650,0
2651,0
2652,0
2656,0
2661,1
2662,0
2664,1
2665,0
2670,0
2671,0
2674,0
2675,1
2677,0
2679,0
2681,0
2683,1
2685,0
2686,0
2687,0
2689,0
2690,0
2691,0
2692,0
2693,0
2697,0
2698,0
2699,1
2701,1
2703,0
2704,0
2705,0
2707,0
2708,0
2709,0
2710,0
2712,0
2716,0
2718,0
2720,1
2722,1
2724,0
2728,0
2729,0
2730,1
2731,1
2732,1
2733,0
2734,0
2735,0
2737,1
2738,0
2739,1
2742,1
2743,0
2749,0
2755,0
2756,0
2764,1
2765,0
2766,0
2767,0
2771,0
2772,0
2774,0
2779,0
2780,0
2785,0
2786,0
2788,0
2790,0
2793,0
2795,0
2797,1
2801,0
2802,0
2804,0
2806,0
2808,0
2809,1
2812,1
2820,0
2823,0
2825,0
2826,0
2828,0
2833,0
2836,1
2838,1
2839,0
2840,0
2843,0
2845,0
2848,1
2850,0
2852,0
2854,0
2856,0
2857,0
2858,0
2859,0
2860,0
2863,0
2865,0
2866,0
2869,0
2875,0
2876,0
2877,0
2878,0
2880,1
2882,0
2884,0
2886,0
2889,0
2892,0
2893,0
2894,0
2896,0
2897,0
2899,0
2900,0
2905,0
2908,0
2910,0
2913,0
2917,0
2920,0
2921,0
2922,0
2926,1
2927,0
2928,0
2930,0
2931,0
2933,0
2934,0
2935,0
2937,0
2938,0
2939,0
2940,0
2941,0
2945,1
2947,0
2949,0
2950,1
2953,0
2956,0
2960,0
2963,0
2964,0
2967,0
2969,0
2970,1
2971,0
2972,0
2974,1
2975,0
2978,0
2980,0
2982,1
2987,1
2988,0
2989,0
2991,0
2992,0
2999,0
3000,0
3001,0
3004,0
3006,0
3007,0
3011,0
3013,0
3014,0
3020,0
3021,0
3022,0
3026,1
3028,0
3030,0
3031,0
3032,0
3033,0
3034,0
3036,0
3037,0
3038,0
3039,0
3040,0
3041,0
3042,0
3046,0
3047,0
3049,0
3050,0
3052,0
3054,0
3055,0
3056,1
3060,0
3061,0
3062,0
3063,0
3064,0
3066,0
3070,0
3071,1
3072,0
3073,0
3074,0
3075,0
3077,0
3078,0
3079,0
3080,0
3081,0
3083,0
3086,0
3089,0
3090,0
3092,0
3096,0
3098,0
3099,1
3103,0
3104,0
3105,0
3107,0
3108,0
3110,0
3112,0
3114,0
3116,0
3119,0
3121,0
3122,0
3124,0
3126,0
3127,0
3128,0
3129,0
3130,0
3132,0
3133,0
3135,0
3137,0
3141,0
3144,0
3148,0
3151,0
3153,0
3158,0
3159,0
3160,0
3161,0
3163,1
3165,0
3167,1
3171,1
3172,0
3173,1
3175,0
3177,0
3183,0
3184,1
3187,0
3188,0
3189,0
3190,1
3192,0
3195,0
3197,1
3198,0
3199,0
3200,0
3201,0
3206,0
3207,0
3210,0
3215,1
3217,0
3218,0
3222,0
3223,0
3225,0
3228,0
3229,1
3232,0
3233,0
3234,0
3236,0
3237,0
3238,0
3239,0
3241,0
3242,0
3243,0
3244,0
3245,1
3247,0
3253,0
3257,0
3261,0
3263,0
3267,0
3270,0
3272,0
3274,0
3275,0
3276,0
3278,0
3280,0
3282,0
3283,0
3287,1
3292,1
3295,1
3296,0
3297,0
3299,0
3300,0
3301,0
3303,0
3304,0
3305,1
3309,0
3311,0
3312,0
3313,0
3314,0
3315,0
3317,0
3318,0
3319,0
3320,0
3322,1
3323,0
3324,0
3325,0
3326,0
3327,0
3328,0
3330,0
3334,0
3335,1
3338,0
3340,1
3341,0
3342,0
3343,1
3344,0
3345,0
3349,0
3353,0
3355,0
3357,0
3359,0
3363,0
3364,1
3365,0
3368,1
3372,0
3376,0
3377,0
3378,1
3379,0
3380,0
3381,0
3383,0
3385,1
3387,0
3388,0
3389,0
3390,1
3393,1
3394,0
3397,0
3399,0
3400,0
3401,0
3403,0
3404,0
3406,0
3408,1
3410,0
3412,0
3413,0
3414,0
3417,0
3420,0
3422,0
3423,0
3424,0
3426,0
3427,0
3428,0
3429,0
3433,0
3436,0
3437,0
3438,1
3444,0
3449,1
3453,0
3455,0
3456,0
3458,0
3459,1
3460,1
3462,0
3464,0
3465,1
3466,1
3467,0
3469,0
3477,0
3483,0
3489,0
3491,1
3493,0
3495,0
3496,0
3498,0
3499,0
3500,0
3502,0
3504,0
3506,0
3509,0
3510,0
3511,1
3513,0
3514,0
3515,0
3516,0
3517,0
3518,1
3519,0
3520,0
3523,0
3526,0
3527,0
3531,0
3535,1
3537,0
3538,0
3542,0
3543,0
3544,1
3545,1
3546,0
3548,0
3551,0
3553,0
3554,0
3555,0
3556,0
3560,0
3567,0
3573,0
3575,0
3580,0
3581,0
3586,0
3587,0
3588,0
3590,0
3591,0
3592,0
3593,0
3594,0
3597,0
3598,0
3603,0
3606,0
3607,0
3608,0
3613,0
3615,1
3617,0
3618,0
3619,0
3621,0
3623,0
3627,0
3628,0
3629,0
3631,1
3632,0
3635,0
3641,0
3643,0
3645,0
3647,1
3648,0
3650,0
3651,0
3652,1
3653,0
3654,0
3655,0
3657,0
3659,0
3660,0
3664,0
3665,1
3674,0
3676,0
3677,0
3680,1
3681,1
3682,0
3683,0
3684,0
3685,0
3688,0
3690,0
3691,0
3692,0
3696,0
3697,0
3700,0
3701,0
3702,0
3703,0
3707,0
3709,0
3711,0
3713,0
3716,0
3717,0
3720,0
3724,0
3725,0
3728,0
3729,0
3730,0
3736,0
3737,0
3738,0
3745,0
3748,0
3750,0
3753,1
3754,0
3756,1
3757,0
3760,0
3764,0
3765,1
3766,0
3767,0
3769,0
3771,0
3772,0
3775,0
3776,0
3782,0
3783,0
3784,0
3785,1
3787,0
3792,1
3793,0
3795,0
3797,0
3798,0
3799,0
3800,0
3801,0
3802,0
3808,1
3811,0
3814,0
3819,0
3821,0
3823,0
3824,0
3825,0
3826,0
3827,1
3829,1
3830,0
3832,0
3833,0
3836,0
3838,0
3841,0
3843,0
3849,0
3851,0
3852,0
3853,0
3854,0
3855,0
3857,0
3859,0
3861,0
3862,1
3865,0
3866,1
3867,0
3868,0
3870,0
3871,0
3872,0
3873,1
3876,0
3878,0
3879,0
3880,1
3882,1
3883,0
3884,0
3885,0
3886,0
3887,1
3893,0
3894,0
3899,1
3900,0
3901,0
3902,1
3905,0
3908,0
3912,0
3913,0
3914,0
3915,0
3916,0
3917,0
3919,0
3922,1
3923,0
3924,1
3925,0
3926,0
3930,1
3931,0
3933,0
3934,0
3935,0
3936,1
3937,0
3938,0
3939,0
3940,0
3949,0
3950,0
3951,0
3952,0
3957,0
3959,0
3960,0
3961,1
3962,0
3963,0
3968,0
3971,0
3972,0
3973,0
3974,0
3978,0
3981,0
3982,1
3983,1
3984,0
3985,1
3986,1
3987,0
3988,0
3991,0
3994,0
3995,0
3996,1
3997,1
3999,0
4004,0
4005,0
4007,0
4009,0
4016,0
4017,0
4018,0
4025,1
4027,0
4028,0
4030,0
4034,1
4036,0
4037,0
4039,0
4040,0
4041,0
4043,0
4045,0
4046,0
4048,1
4051,0
4052,0
4053,1
4056,0
4058,0
4060,0
4062,0
4063,1
4064,0
4065,0
4068,0
4069,0
4072,0
4074,1
4076,0
4077,0
4079,0
4080,0
4081,0
4082,0
4085,0
4086,0
4087,0
4089,0
4092,0
4093,0
4095,0
4096,1
4097,0
4099,0
4101,0
4102,0
4103,0
4106,0
4111,0
4117,0
4118,0
4121,0
4124,1
4125,0
4126,0
4128,0
4130,1
4131,1
4134,0
4136,0
4137,1
4138,0
4139,0
4140,1
4141,0
4142,0
4143,0
4144,0
4146,0
4147,0
4148,0
4149,0
4150,1
4151,0
4154,0
4155,0
4160,1
4161,0
4162,0
4163,0
4166,0
4167,0
4168,0
4170,0
4173,0
4175,0
4176,0
4181,0
4182,0
4184,0
4187,0
4193,0
4195,0
4199,0
4203,0
4204,0
4205,0
4206,0
4212,0
4213,0
4214,0
4216,0
4217,0
4218,0
4219,0
4220,0
4224,0
4226,1
4231,0
4232,0
4234,0
4235,0
4237,0
4241,0
4243,0
4247,0
4250,0
4253,0
4256,0
4264,0
4265,0
4268,0
4270,0
4272,0
4274,0
4276,0
4277,0
4281,0
4282,0
4283,0
4285,0
4287,0
4289,1
4290,0
4292,0
4294,0
4295,0
4297,0
4298,0
4300,0
4301,0
4305,0
4306,0
4308,0
4309,0
4310,0
4311,0
4315,0
4316,0
4318,0
4319,0
4320,0
4321,1
4326,1
4328,0
4330,0
4337,0
4338,0
4340,1
4341,0
4343,0
4345,0
4347,1
4348,0
4349,1
4350,0
4353,0
4355,0
4358,1
4359,0
4363,1
4364,0
4365,0
4366,1
4367,0
4368,0
4371,1
4373,0
4374,1
4376,0
4377,0
4380,1
4381,0
4382,0
4383,1
4384,1
4389,0
4390,0
4391,1
4394,0
4396,0
4401,0
4402,0
4405,0
4406,0
4412,0
4414,0
4415,0
4419,0
4420,0
4421,1
4422,0
4423,0
4425,0
4426,0
4428,0
4429,0
4432,0
4435,0
4437,0
4439,0
4443,0
4446,0
4449,0
4451,0
4452,0
4454,0
4456,0
4457,0
4460,0
4461,0
4463,0
4464,0
4468,0
4469,0
4473,0
4474,0
4475,0
4476,0
4479,1
4480,0
4482,0
4483,0
4484,0
4486,0
4487,0
4489,0
4492,0
4494,0
4495,0
4496,0
4497,0
4498,0
4501,0
4502,0
4506,0
4507,0
4510,0
4511,0
4512,0
4514,0
4515,0
4517,0
4518,0
4519,0
4520,0
4521,0
4522,0
4528,0
4530,0
4534,0
4536,0
4537,0
4539,0
4540,0
4542,0
4543,1
4544,0
4545,0
4547,0
4551,1
4557,0
4559,0
4563,0
4567,0
4569,0
4573,0
4575,0
4576,0
4578,0
4581,0
4582,0
4583,0
4584,0
4588,0
4589,0
4590,1
4592,0
4595,0
4596,0
4597,0
4598,0
4600,0
4601,0
4602,0
4603,0
4606,0
4610,0
4611,0
4612,0
4614,0
4615,0
4617,0
4618,0
4619,1
4620,0
4621,0
4622,0
4624,0
4625,0
4626,0
4627,0
4629,0
4630,0
4633,0
4634,0
4635,1
4639,0
4641,0
4642,0
4643,0
4644,0
4648,0
4650,0
4652,1
4654,0
4655,0
4659,0
4660,0
4662,1
4663,0
4665,1
4667,0
4670,0
4675,0
4677,1
4678,0
4679,0
4680,1
4682,0
4683,0
4684,0
4685,1
4686,0
4687,0
4688,0
4689,1
4690,0
4692,0
4695,0
4698,0
4701,1
4702,0
4704,0
4705,0
4706,0
4707,0
4709,0
4710,0
4715,0
4718,0
4719,1
4720,0
4721,0
4723,0
4724,0
4726,1
4730,0
4731,0
4732,0
4733,0
4735,0
4739,0
4741,1
4746,1
4747,0
4748,1
4752,0
4753,0
4758,1
4762,1
4763,0
4766,1
4767,0
4769,1
4770,0
4773,0
4775,0
4777,1
4779,0
4780,0
4783,0
4785,0
4788,0
4789,0
4790,0
4791,0
4792,0
4793,0
4794,0
4796,0
4797,0
4798,0
4799,0
4806,1
4808,0
4809,0
4810,1
4811,0
4813,0
4814,0
4815,0
4816,0
4817,0
4818,0
4819,0
4820,0
4821,0
4824,0
4828,0
4829,1
4830,0
4831,0
4832,0
4833,0
4834,0
4835,0
4836,0
4839,0
4841,0
4842,1
4844,0
4845,0
4847,0
4850,0
4851,0
4852,0
4853,0
4855,0
4859,0
4861,0
4862,0
4863,0
4866,0
4867,0
4868,0
4869,0
4872,0
4874,0
4876,0
4878,1
4879,0
4880,0
4881,1
4882,0
4884,0
4885,0
4889,0
4895,0
4896,0
4898,0
4902,0
4903,0
4904,0
4906,1
4908,0
4909,0
4911,0
4912,0
4919,0
4920,0
4922,0
4923,0
4924,0
4926,0
4927,0
4928,0
4930,0
4932,1
4934,0
4935,0
4939,0
4941,0
4942,0
4943,1
4945,0
4946,1
4947,0
4948,0
4950,1
4953,0
4955,1
4957,0
4958,0
4959,0
4960,0
4961,0
4962,0
4963,0
4964,0
4967,0
4969,0
4970,0
4972,0
4973,0
4974,1
4976,0
4977,0
4978,0
4979,0
4983,0
4984,0
4986,0
4987,0
4988,0
4991,0
4992,0
4997,0
4998,0
4999,0
5000,0
5002,0
5005,0
5006,0
5007,0
5010,0
5012,0
5014,0
5017,0
5019,0
5020,0
5021,0
5022,0
5023,1
5025,0
5026,0
5029,0
5030,1
5031,0
5035,0
5038,0
5042,0
5044,0
5045,0
5046,0
5047,1
5048,0
5051,1
5052,0
5058,0
5063,0
5067,0
5068,0
5070,0
5071,0
5072,0
5074,1
5075,0
5077,0
5081,0
5083,0
5085,0
5089,1
5090,0
5098,0
5099,0
5101,0
5103,0
5106,1
5114,0
5115,0
5118,0
5119,0
5123,1
5124,0
5129,0
5131,0
5132,0
5134,0
5135,0
5136,0
5137,0
5139,0
5140,0
5143,0
5144,0
5149,0
5151,0
5152,0
5155,0
5159,0
5160,0
5162,0
5163,0
5164,0
5165,0
5166,1
5172,1
5173,0
5175,1
5176,0
5178,0
5180,0
5181,0
5183,0
5184,0
5187,1
5191,0
5192,0
5193,0
5194,0
5196,0
5200,0
5201,0
5205,1
5211,1
5212,0
5213,0
5216,0
5217,0
5218,0
5219,0
5221,0
5222,0
5224,0
5227,0
5228,0
5230,0
5231,0
5232,0
5233,0
5234,0
5235,0
5238,0
5240,0
5246,0
5248,0
5250,0
5253,0
5254,1
5257,1
5258,0
5259,0
5260,1
5261,0
5262,0
5265,1
5266,0
5272,0
5275,0
5278,0
5280,0
5282,0
5292,0
5294,0
5295,0
5299,0
5302,1
5305,0
5308,0
5314,1
5315,0
5317,0
5318,0
5319,0
5320,0
5323,0
5328,0
5329,0
5330,1
5332,0
5340,0
5346,0
5348,0
5352,0
5353,0
5356,0
5358,0
5363,0
5364,0
5365,0
5366,0
5367,0
5369,0
5370,0
5371,0
5372,0
5374,0
5378,0
5380,0
5381,0
5383,0
5384,0
5385,0
5386,0
5387,0
5389,0
5391,0
5392,0
5393,0
5395,0
5397,0
5399,0
5405,0
5406,0
5407,0
5410,0
5412,1
5413,0
5416,0
5417,0
5419,0
5420,0
5421,1
5422,0
5423,0
5426,0
5427,0
5432,0
5434,0
5435,0
5437,0
5440,0
5441,0
5442,0
5447,0
5448,0
5449,0
5450,0
5451,0
5452,0
5453,1
5455,1
5457,0
5458,0
5459,0
5460,0
5466,0
5472,0
5474,0
5475,0
5478,0
5479,0
5483,0
5485,0
5489,0
5490,0
5491,0
5495,1
5499,1
5500,0
5501,0
5503,0
5508,0
5510,0
5511,0
5515,0
5519,0
5521,0
5523,0
5525,0
5526,1
5528,0
5530,0
5531,1
5532,0
5536,0
5539,1
5540,0
5543,0
5546,1
5548,0
5550,0
5551,0
5559,0
5562,0
5565,0
5568,0
5569,0
5571,0
5572,0
5573,0
5574,1
5575,0
5577,0
5579,1
5580,0
5581,0
5584,0
5585,0
5586,0
5587,0
5591,0
5596,0
5597,0
5598,0
5599,0
5600,0
5602,0
5605,0
5607,0
5608,1
5609,0
5610,0
5611,0
5612,0
5613,0
5617,0
5619,1
5620,0
5622,0
5625,1
5626,1
5630,0
5631,0
5633,0
5634,0
5635,0
5637,0
5638,0
5641,0
5642,0
5648,0
5652,0
5653,1
5657,0
5658,0
5659,0
5662,0
5663,0
5664,0
5665,0
5666,1
5667,0
5674,0
5675,0
5677,0
5680,0
5681,0
5682,0
5683,0
5684,0
5686,0
5687,0
5689,0
5690,0
5691,0
5693,0
5694,0
5695,0
5697,0
5699,0
5700,1
5702,0
5704,0
5707,0
5708,0
5712,0
5714,0
5715,1
5719,0
5720,0
5721,0
5722,0
5723,0
5724,1
5725,0
5727,1
5729,0
5731,0
5733,0
5734,0
5735,0
5736,0
5737,0
5739,0
5742,0
5743,0
5744,0
5745,0
5748,1
5749,0
5750,0
5751,0
5752,1
5756,0
5757,0
5758,0
5760,0
5761,0
5765,0
5767,0
5768,0
5769,0
5771,0
5773,1
5774,0
5775,0
5778,0
5779,0
5781,0
